F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-4.2471,7.5141,1289.68,-369.49,0.06,-7.5496,-1249.82,-22480.59,33.7,-0.18751,0,-170.1,13.77,0,-5820.81,0.84196,-23.325,-10.584,1.973,-8079.68,,True
-5.679,7.2642,1022.74,-423.97,2.06,-9.648,-1470.9,-22416.64,1471.5,-1.19,0,-122.928,8.66966,0,-6495.72,1.8116,-11.47,-8.6334,2.203,-8101.98,,True
-4.8426,7.1127,815.18,-524.4,2.06,-12.11,-24.94,-22449.78,1100.04,-1.0405,1,-105.4569,8.884,0,-5809.86,3.482,-11.559,-7.6821,2.069,-7753.38,,False
-3.3006,8.8323,1269.88,-512.1,2.06,-6.8154,-1485.46,-23072.75,1768.3,-1.037,0,-110.016,8.78238,0,-7961.82,1.8106,-15.648,-7.2945,2.236,-7964.88,,False
-2.6475,9.882,796.78,-465.31,0.06,-11.976,-1397.46,-22458.56,2038.9,-1.961,1,-122.604,8.65352,1,-6515.22,1.1946,-9.185,-7.6005,1.553,-8158.78,15.12,True
-4.6461,10.809,530.68,-356.16,0.06,-10.12,-1414.728,-22466.86,725.7,-1.0784,1,-122.826,8.70582,1,-1933.02,1.784,-20.77,-6.9972,1.505,-8164.68,,True
-4.5399,9.783,507.28,-5389.2,2.06,-6.56984,-1274.7,-22443.686,2039.3,-0.7001,1,-171.15,8.8368,0,-6150.12,0.9666,-13.113,-7.5765,1.525,-7761.48,13.72,False
-2.30604,10.296,193.48,-394.333,0.06,-15.548,-1360.44,-22358.52,434.7,-0.2688,0,-107.7006,9.602,1,-5796.69,1.4674,-15.6136,-15.048,0.6436,-9142.08,15.83,True
-6.12,10.977,-555.12,-338.68,2.06,-8.2492,-1397.46,-22389.08,798.9,-0.2963,1,-137.76,12.66,0,-5554.02,2.2118,-13.7978,-12.825,2.455,-7846.46,,True
-2.7108,8.6454,-226.92,-3664.2,2.06,-6.52598,-1370.06,-22463.83,1169.64,-0.5845,1,-277.05,13.814,0,-5641.02,2.984,-17.869,-10.269,2.361,-7807.42,14.91,True
-3.7518,7.3419,1155.08,-1450.2,0.06,-6.7646,-482.14,-22455.41,357.7,-0.3993,1,-111.567,10.24,0,-5310.42,1.3272,-14.996,-7.3902,1.0285,-8392.08,,True
-5.466,10.95,-117.12,-529.4,0.06,-9.076,-1386.1,-22510.21,1166.94,-0.3631,0,-121.266,11.07,1,-6206.13,4.408,-11.249,-8.3619,0.6136,-9472.08,,True
-6.282,9.3315,971.784,-1225.8,0.06,-6.9312,-1359.94,-22463.06,1271.2,-2.343,1,-120.075,8.8494,0,-6296.1,3.662,-14.438,-11.445,2.916,-7881.54,,False
-2.8068,8.0817,709.28,-867.2,2.06,-6.866,-1170.74,-22449.19,882.98,-1.649,0,-159.78,9.5386,0,4747.98,3.254,-13.9725,-6.54933,3.298,-7891.017,13.29,False
-2.30769,9.81,579.68,-413.77,0.06,-12.97,-1386.2,-22458.78,1060.096,-0.8593,1,-107.0433,9.4452,1,-2686.02,5.448,-11.612,-6.7098,1.2551,-8181.38,16.05,True
-6.258,7.9581,704.08,-485.23,0.06,-11.272,-1363.54,-22443.778,1213.84,-1.425,0,-112.326,8.620539,0,-5802.18,4.432,-12.495,-6.5211,0.6338,-7493.48,14.66,False
-4.5576,7.3422,836.92,-350.74,2.06,-12.148,-2248.74,-22432.031,2032.9,-2.451,1,-109.923,8.75166,1,-5975.97,1.3574,-17.542,-17.886,1.312,-7813.12,17.16,True
-2.9136,6.95487,-336.12,-614.3,2.06,-8.976,1746.46,-22413.76,511.9,-0.412,0,-117.09,8.9314,1,-5306.22,1.74,-17.896,-8.2377,0.7315,-9653.08,,True
-4.9314,14.349,311.68,-724.3,0.06,-8.126,-1329.06,-22431.598,702.9,-0.4858,1,-124.236,10.4368,0,-4452.12,2.4356,-9.875,-7.8906,1.752,-7771.38,,False
-3.1206,14.508,870.34,19.9,2.06,-6.7588,-1421.46,-22361.62,993.6,-4.481,1,-115.155,10.2424,0,-5468.22,3.622,-18.775,-11.373,0.50312,-7954.18,,True
-4.6557,7.6062,974.574,-359.06,0.06,-8.1866,-1219.12,-22425.34,906.86,-1.22,0,-112.119,8.8598,1,-4705.02,2.679,-11.317,-7.4016,4.502,-7969.22,,True
-3.8865,9.1785,1054.98,-397.492,0.06,-7.2728,-1368.18,-22378.36,1065.678,-1.095,0,-120.114,12.642,0,-6031.113,2.862,-13.9051,-12.441,0.5706,-10502.08,,True
-4.1709,18.714,545.88,-805.7,2.06,-7.674,-1403.53,-22749.65,1238.78,-0.8783,0,-138.81,10.4522,1,-7061.22,3.852,-12.244,-7.1268,1.3855,-8166.28,17.43,True
-3.3669,7.7229,931.14,-316.96,2.06,-8.3822,-1739.74,-22414.22,1486.3,-1.164,1,-146.79,8.6724,0,-6872.82,2.2914,-14.9527,-7.2669,2.22,-8096.88,,False
-5.691,13.005,1234.88,-1254.3,0.06,-6.769,-1336.94,-22425.17,573.9,-0.337,1,-152.58,9.1172,0,-2833.02,1.5926,-13.8489,-6.56955,1.3234,-8218.18,14.75,True
-4.7235,9.7377,603.28,-401.469,2.06,-8.3376,-1510.22,-22448.3,1531.1,-0.294,0,-126.576,9.6132,1,-7910.22,2.4438,-17.546,-6.6642,1.206,-7893.43,,False
-4.4649,8.1528,1387.88,-777.7,0.06,-7.8128,-874.34,-22437.216,631.7,-0.3936,0,-106.3053,9.2178,0,-5781.72,2.2886,-15.4371,-13.248,2.784,-7810.82,,False
-3.7341,10.074,840.14,-349.62,2.06,-8.273,-1471.28,-22456.76,1256.84,-2.226,1,-114.282,8.77326,1,-5860.05,2.39,-17.494,-9.93,1.493,-8127.28,,True
-3.0066,9.3603,1027.16,-144.3,2.06,-7.6034,-1482.24,-22427.403,1237.46,-0.258,1,-127.578,9.4112,0,-5243.52,1.0908,-13.106,-7.5447,1.683,-8111.48,,False
-5.505,9.822,985.76,-374,2.06,-11.158,-1509.62,-22433.859,1653.9,-0.9351,1,-107.3277,8.8854,0,-6060.2625,1.734,-23.194,-9.987,1.0005,-7713.58,14.68,False
-3.4803,10.794,787.68,-570.6,0.06,-10.252,-1336.2,-22417.2,2339.1,-2.041,1,-123.864,9.6022,1,-6452.22,0.962,-17.803,-8.1015,1.0692,-8303.88,16.65,True
-2.8545,11.124,776.94,-457.58,2.06,-7.0056,-1399.474,-22428.595,1046.44,-2.335,1,-139.62,9.7576,0,-5680.32,8.062,-7.806,-13.923,1.99,-7827.93,15.01,True
-5.463,13.719,779,-195.5,0.06,-7.2568,-1409.724,-22459.62,1012.2,-1.381,1,-155.61,8.7262,1,-5130.72,7.268,-12.103,-9.822,2.438,-7860.3,,True
-6.123,11.346,980.06,-298.5,2.06,-8.3496,-1475.94,-22427.318,2541.7,-0.752,1,-130.713,8.68574,1,-5965.86,0.9892,-16.458,-11.886,0.6868,-7523.88,15.51,False
-7.047,8.9085,242.68,-377.78,2.06,-12.58,-1642.74,-22444.621,1189.82,-0.9598,0,-116.964,8.6538,0,-5934.39,7.334,-16.517,-10.845,3.317,-8004.98,,True
-2.9967,10.86,753.68,-235.1,2.06,-7.1552,-1391.18,-22424.72,994.12,-1.0851,0,-125.976,9.188,1,-5658.42,6.222,-9.135,-14.517,2.283,-7825.26,,True
-3.4671,8.4207,-248.92,-791.9,2.06,-7.3776,-1274.1,-22607.25,1167.34,-0.2972,1,-132.606,9.5714,0,-6048.33,2.4026,-13.338,-14.616,0.6138,-9016.08,,True
-2.6196,7.6158,1032.54,-1371.4,2.06,-7.1876,-1014.34,-22459.26,1353.5,-1.548,1,-132.966,8.905,1,-6792.72,3.414,-21.382,-10.479,1.593,-8113.98,13.77,False
-3.843,6.9378,1195.28,-612.4,2.06,-8.746,-129.74,-22435.746,2543.3,-0.9892,0,-105.3321,8.9364,0,-6897.42,1.0908,-23.125,-9,0.9096,-8250.38,16.57,True
-5.433,10.641,815.66,-1298.2,2.06,-6.9404,-1281.3,-22424.26,769.9,-0.5554,1,-117.147,8.624118,0,-5908.62,1.6684,-25.71,-11.169,0.5877,-8999.08,,False
-4.0293,9.2718,643.88,-355.68,2.06,-8.51,-1274.18,-22440.726,20.1,-0.9864,0,-118.68,8.71746,0,-2188.02,1.6388,-19.566,-7.2705,0.47454,-14948.08,,True
-5.0157,10.56,159.88,-723.4,2.06,-8.616,-1295.92,-22471.51,2367.7,-0.288,0,-112.269,8.80798,0,-6111.42,0.8383,-20.812,-10.788,1.601,-7782.78,,False
-2.5008,13.584,1023.48,-601.9,0.06,-8.486,-1335.76,-22428.294,833.7,-1.349,0,-113.037,9.5844,0,-3559.62,2.2056,-20.199,-6.44415,2.853,-8019.38,,True
-3.7998,7.4202,499.68,-1042.9,0.06,-7.4026,-565.74,-22321.45,689.7,-0.6895,0,-136.62,9.5808,1,-5436.72,1.3814,-16.414,-8.58,2.261,-7834.73,15.07,False
-2.8734,7.98,623.08,-139.1,0.06,-7.7538,-1849.54,-22416.99,1279.7,-1.0127,0,-199.71,8.66688,0,-5840.82,3.846,-17.8,-11.367,1.0635,-7813.71,14.07,False
-3.1653,9.1281,594.48,-831.2,2.06,-7.3554,-1336,-22415.98,1207.88,-0.5192,0,-111.717,9.1114,1,-6889.92,3.742,-13.335,-7.9002,1.111,-8683.08,15.24,False
-9.543,7.0791,-1181.32,-634.2,2.06,-6.666,-1091.54,-22429.853,795.7,-0.2818,0,-187.38,10.682,1,-5642.22,1.3502,-13.6828,-11.655,1.2651,-7965.9,13.96,True
-4.2249,12.948,-21.32,-182.7,2.06,-7.7146,-1486.54,-22428.993,1154.64,-0.3856,0,-157.98,10.5154,1,-262.02,7.382,-12.885,-6.51492,0.8509,-7476.88,,True
-2.5602,11.382,548.28,-427.41,0.06,-6.8896,-1361.64,-22442.002,896.68,-1.262,1,-139.02,10.2246,1,-3140.82,4.574,-22.697,-7.5378,2.782,-7993.59,16.54,True
-7.083,8.8995,829.32,-1629.2,2.06,-6.894,-1055.74,-22479.97,-1338.5,-2.813,1,-113.832,8.62402,1,-1705.02,1.0626,-10.271,-7.0827,0.6461,-7062.28,,True
-2.079717,10.761,1219.08,-2586.2,0.06,-6.5578,-1349.74,-22424.74,1165.12,-0.5388,0,-131.037,8.6205454,0,-5982.51,1.7576,-13.157,-8.4588,0.8785,-7669.18,,False
-3.5781,7.7655,887.2,-643.1,0.06,-8.896,-1027.54,-22933.95,1280.1,-1.0649,1,-115.644,8.620738,0,-6409.92,1.7168,-19.432,-6.8079,1.535,-7774.78,13.88,False
-3.8541,10.968,1166.88,-333.93,2.06,-10.352,-1469.1,-22519.91,1951.3,-0.2838,1,-109.2,8.65002,0,-5234.52,0.9222,-8.375,-7.7595,2.817,-7859.23,,False
-5.0235,10.815,1081.8,-1940.2,0.06,-6.7758,-1265.24,-22460.58,944.84,-2.253,0,-134.043,8.67686,0,-5736.72,2.4356,-17.088,-7.3749,3.507,-7813.13,13.95,False
-2.6892,11.013,926.8,-503.4,2.06,-9.562,-1317.14,-21196.65,933.8,-2.074,1,-105.2868,8.9882,1,-2731.02,3.07,-12.66,-6.6945,0.8683,-7989.5,,False
-7.104,13.98,994,-365.15,2.06,-8.1738,-1431.476,-22421.01,1543.1,-2.336,1,-116.922,8.9222,1,-6918.72,1.5102,-18.628,-6.9213,0.6545,-9248.08,,False
-5.847,12.705,1093.26,-289.5,0.06,-8.3896,-1384.76,-22442.638,835.3,-0.3747,0,-124.92,9.7878,1,-1582.02,3.642,-13.9804,-7.0641,2.52,-7832.44,,False
-7.218,13.092,694.48,-708.2,2.06,-6.7424,-1384.62,-22446.72,718.7,-1.807,0,-107.4822,8.74696,1,-3854.52,1.9034,-11.007,-7.7226,0.50004,-7962.92,,True
-5.643,10.308,950.246,-593.6,0.06,-8.524,-1251.1,-22537.55,784.7,-3.58,1,-141.06,8.6212628,0,-370.02,2.6552,-16.704,-6.6024,1.724,-7862.36,,False
-2.18148,10.863,764.1,953.8,0.06,-6.842,-1597.14,-22423.05,2033.1,-2.939,0,-134.88,9.1134,1,-2275.02,1.3924,-14.3655,-6.53316,1.2869,-8525.08,14.55,True
-5.922,8.8347,1182.48,-27.4,2.06,-6.945,-1426.64,-22409.99,924.22,-0.4161,1,-109.434,10.0866,0,-5782.83,1.3384,-11.477,-11.76,1.2539,-7942.93,,False
-3.3345,8.6271,800.06,-589.4,0.06,-9.402,-1167.14,-22437.001,1022.38,-1.031,0,-127.815,8.71678,1,-5937.66,1.8512,-3.92,-9.969,0.5077,-8333.68,,True
-2.904,11.625,1497.68,-210.5,0.06,-7.2602,-1388.58,-22444.865,923.14,-0.2334,0,-140.31,9.5606,1,-4385.52,3.556,-12.924,-7.7448,1.1257,-7856.81,,False
-8.352,9.57,696.08,-408.016,0.06,-8.0652,-1454.9,-22464.94,1165.14,-1.569,1,-157.41,9.602,1,-4949.22,3.23,-12.272,-7.4526,0.8132,-8216.98,16.33,True
-6.321,11.832,1010.36,-184.8,2.06,-6.8374,-1423.532,-22434.135,1103.6,-0.5997,0,-145.26,8.64304,1,-6046.167,6.34,-7.447,-9.306,0.7321,-9274.08,15.33,True
-2.7135,7.00476,1100.08,-463.17,2.06,-9.23,-1285.38,-22571.75,1675.3,-1.507,0,-105.8208,8.81326,0,-6433.62,1.5284,-10.052,-8.9949,1.3635,-7878.95,14.75,False
-6.636,8.0823,932.84,-688,0.06,-7.7698,-975.54,-22322.45,872.9,-3.375,1,-163.53,9.8458,0,-5269.92,3.77,-17.131,-9.0468,0.643,-7725.98,14.36,False
-3.9018,15.75,717.88,-3613.2,0.06,-6.6426,-1348.08,-22431.999,814.1,-1.395,1,-116.04,8.67428,0,-3848.52,1.7346,-15.2413,-6.9132,1.575,-7787.98,,False
-3.0306,7.6071,1172.28,-520.3,2.06,-7.7862,-1353.08,-22441.794,1518.9,-1.0547,0,-109.77,10.4912,1,-6300.51,1.673,-9.907,-9.639,1.81,-7877.92,,False
-3.6597,7.3311,1043.7,239.4,2.06,-6.59718,-1141.54,-22262.85,913.38,-0.7554,1,-151.74,8.63462,1,2926.98,3.138,-22.685,-6.52158,0.8135,-7838.86,13.37,False
-5.586,15.6,962.034,-809.4,2.06,-7.6928,-1354.24,-22430.718,-506.5,-2.072,1,-209.88,10.2042,1,-6015.96,0.82886,-15.907,-10.914,3.955,-7960.31,,False
-9.129,8.2152,281.88,-2108.2,0.06,-6.7086,-1077.54,-22440.734,962.3,-0.5306,1,-127.683,8.65598,0,-5722.32,3.122,-19.59,-8.7213,0.9307,-8651.68,,True
-3.4257,12.642,885.66,-1416.2,0.06,-6.8476,-1299.36,-22486.27,890.34,-2.763,0,-116.886,9.1178,0,-3628.02,5.128,-4.13,-7.2084,1.541,-8156.68,14.08,True
-3.2496,10.692,978.76,-402.024,0.06,-11.324,-1427.188,-21999.35,3137.5,-3.348,0,-107.6436,9.1224,0,-5098.92,0.81362,-7.674,-6.7836,0.6399,-7250.78,,False
-5.274,19.407,1024.72,-376.84,2.06,-15.06,-1412.878,-22445.059,791.5,-0.9157,0,-106.3005,9.5246,1,-5680.02,1.961,-18.332,-12.759,1.1699,-7817.6,,False
-2.484,7.1715,824.48,-1032,2.06,-7.6502,-348.74,-22417.3,1161.5,-2.529,1,-179.16,12.756,0,-6170.64,4.152,-26.01,-12.702,1.552,-8067.68,,True
-4.7514,13.419,832.76,236.7,2.06,-7.1066,-1401.536,-22457.63,-984.5,-0.7455,0,-152.07,8.69752,0,-1861.02,1.1394,-5.098,-7.3983,2.933,-7871.68,,False
-2.4072,9.894,1605.68,-427.46,0.06,-15.078,-1379.72,-22441.579,1252.44,-0.4816,0,-177.69,9.4966,0,-6322.65,3.054,-16.877,-11.163,0.7952,-8318.28,,True
-4.1187,6.94044,-1925.32,-442.25,2.06,-8.778,4.26,-22447.53,915.14,-0.2654,0,-118.506,8.74178,0,-5755.32,3.986,-15.4332,-15.516,0.5878,-9540.08,15.63,True
-4.7433,9.1386,1660.48,139.2,2.06,-6.8678,-1526.94,-22439.906,1722.3,-0.3282,1,-153.6,8.65652,1,-6120.42,1.405,-19.887,-9.1986,1.733,-7989.62,14.68,False
-2.3982,8.748,888.98,-955.7,2.06,-7.4884,-1151.74,-23269.95,998.9,-1.343,0,-120.798,9.004,0,-6034.083,2.0198,-16.004,-13.728,1.0297,-8069.08,16.05,True
-5.145,7.101,1117.84,-370.82,0.06,-10.176,-1327.32,-22291.45,1076.2482,-1.684,0,-207.78,9.2856,0,-5890.59,3.262,-18.894,-12.459,1.913,-7767.58,,False
-5.184,7.3635,997.98,-340.58,2.06,-9.468,-1688.94,-22414.86,2077.5,-0.6934,1,-117.489,11.454,0,-5558.22,0.91,-20.981,-8.3133,1.2257,-7789.38,,False
-2.16366,8.5701,850.84,-544.4,2.06,-9.594,-1324.12,-22448.54,1535.1,-2.22,1,-117.285,8.620017,0,-6010.77,1.5474,-13.326,-9.591,0.6337,-6981.68,14.8,True
-2.6775,7.4856,1053.14,-522.2,0.06,-10.622,-692.54,-22408.58,621.7,-2.589,0,-127.683,8.72526,1,-6040.341,0.9312,-13.617,-10.503,1.54,-7729.78,,False
-7.167,7.9422,973.702,-358.64,2.06,-8.782,-1293,-22471.22,831.7,-3.1,1,-109.563,8.69228,1,-5657.82,2.1582,-13.505,-11.757,2.303,-7866.41,,False
-3.3528,7.1682,160.88,-332.44,0.06,-8.464,-1055.94,-22425.24,409.1,-0.5809,0,-108.831,8.8258,1,-5562.42,1.6372,-11.454,-12.903,1.923,-8142.88,15.11,True
-8.418,7.8006,1046.58,-344.01,0.06,-10.18,-1328.64,-22441.13,816.3,-2.453,1,-114.18,8.8404,0,-5691.42,1.7942,-12.763,-9.2538,1.696,-8155.28,15.49,True
-2.9427,8.6565,675.08,-428.57,0.06,-9.198,-1499.5,-22291.55,1547.1,-0.18881,1,-110.136,8.9568,0,-6178.65,2.137,-15.5247,-14.691,1.605,-8025.08,15.59,True
-3.7896,16.197,984.8,-952.7,2.06,-7.1376,-1363.6,-22414.62,709.1,-2.554,1,-136.77,8.64744,1,-5623.92,1.478,1.17,-7.182,1.2658,-8184.28,14.8,False
-6.9,8.2194,1102.12,-456.23,0.06,-8.1088,-1481.08,-22389.34,1626.9,-1.799,1,-142.77,9.4172,0,-10804.02,1.9754,-17.543,-6.6075,1.687,-7928.01,,False
-4.5801,10.221,961.988,-1970.2,2.06,-6.7318,-1364.62,-22455.87,1416.1,-0.8679,1,-118.695,9.6338,1,-6450.12,2.4366,-20.423,-9.63,2.156,-7872.97,,False
-3.9954,10.671,979.24,-481.05,0.06,-7.058,-1385.8,-22151.35,1073.494,-2.36,1,-114.84,14.308,0,-5488.02,4.172,-9.596,-7.7673,1.0184,-7938.32,15.58,False
-7.503,9.0654,993.08,-537.1,2.06,-8.0256,-1360.04,-22439.102,1130.02,-2.812,1,-109.788,9.2162,1,-6988.62,6.94,-9.033,-7.3221,3.521,-7991.64,,False
-2.079396,9.7161,-194.92,-837.4,2.06,-6.8194,-1310.94,-22453.71,1001.22,-0.342,0,-137.37,8.65844,1,-4538.22,6.158,-19.287,-7.6239,0.6474,-8874.48,15.6,False
-4.9335,14.817,1098.6,-709.1,0.06,-6.57148,-1442.78,-22113.45,1286.9,-0.3803,0,-122.736,8.8474,1,-6333.75,4.622,-12.208,-13.419,0.6074,-10128.08,15.85,True
-2.6958,8.1651,1097.04,-982.7,0.06,-6.8954,-1427.52,-22341.62,1745.9,-0.5584,0,-105.8751,9.0044,1,-6247.23,1.8276,-17.498,-17.025,0.6838,-8812.88,14.71,True
-2.34648,7.5531,910.06,-700.6,2.06,-6.8222,-1119.34,-22450.67,619.3,-2.818,1,-116.961,10.862,1,-2311.02,1.2138,-20.652,-6.6189,0.8597,-8509.08,13.15,False
-2.24886,11.73,-378.12,-1398.8,0.06,-6.7096,-1330.34,-22453.48,921.24,-0.21543,0,-209.49,13.02,0,-3997.92,3.486,-14.72184,-7.1418,1.0391,-8025.48,,False
-7.317,7.872,776.62,-359.11,0.06,-10.446,-1693.74,-22439.779,1746.1,-1.948,1,-133.389,9.162,1,-5263.62,1.353,-21.214,-6.9675,1.1188,-8404.68,,True
-11.643,8.1399,309.88,-929.8,2.06,-7.2704,-1055.94,-22455.39,939.9,-0.7782,1,-110.442,9.5724,1,-5527.32,4.142,-12.264,-9.999,1.3125,-8227.18,17.25,True
-3.8772,9.846,700.28,-1065.4,2.06,-6.9042,-1416.0742,-22383.99,1695.9,-1.519,0,-124.767,8.69284,0,-6178.26,1.5824,-13.412,-11.337,0.7438,-8897.28,,True
-2.9754,10.458,621.08,-231.5,0.06,-7.26,-1493.22,-22480.74,1350.7,-1.0982,0,-129.768,10.902,1,-5918.25,2.2624,-14.3814,-10.635,0.8607,-8590.18,16.7,True
-3.1416,8.2359,1006.06,-403.21997,2.06,-10.342,-1494.54,-22413.8,1259.24,-1.554,0,-111.363,8.622676,1,-6513.42,3.332,-17.367,-6.6894,1.724,-7855.35,,False
-3.9747,8.1684,-4.92,-519.1,0.06,-8.1994,-1429.214,-22536.01,1394.9,-0.5141,1,-130.389,9.0046,0,-6112.2,1.9728,-14.3256,-9.936,2.055,-8174.48,16.52,True
-6.201,13.716,1015.62,-325.58,0.06,-9.76,-1435.596,-22452.35,1474.3,-2.285,0,-123.879,10.5012,0,-5350.32,0.83094,-14.9388,-8.3583,1.0155,-7591.88,15.18,False
-4.9671,7.6314,981.78,-485.19,2.06,-11.586,-1311.08,-22429.337,1525.5,-1.873,1,-174.06,8.7563,0,-6608.52,2.3052,-20.346,-9.378,0.6938,-7879.91,,False
-6.288,7.2528,1006.84,-318.59,2.06,-7.559,-1428.246,-22409.1,1164.86,-0.4097,1,-134.97,10.2002,0,-6036.471,1.5644,-13.6603,-12.798,0.51139,-13197.08,13.76,False
-5.916,17.943,359.68,-381.51,0.06,-10.842,-1432.762,-22431.309,1370.5,-0.6039,0,-109.869,8.9378,1,-4735.62,1.451,-12.017,-7.4943,1.1144,-7815.34,15.26,False
-2.6313,8.8743,657.08,-546.4,2.06,-9.818,-1160.74,-22411.07,535.7,-1.387,1,-124.584,8.73418,1,-5299.32,1.675,-22.729,-9.843,0.7468,-7553.88,15.03,True
-4.7442,8.8431,202.68,-375.38,0.06,-11.85,-1547.32,-22429.914,1187.04,-0.526,1,-185.37,8.8214,1,-5955.66,4.438,-21.233,-12.363,2.254,-8058.88,,True
-6.66,7.5126,-372.72,-234,2.06,-7.8188,-2018.14,-22487.16,4217.5,-0.4825,1,-137.73,9.2302,1,-5464.02,0.87232,-15.0994,-7.704,1.798,-8088.48,,True
-3.0252,8.4477,1491.48,-384.26,2.06,-10.836,-1249.92,-22431.206,142.9,-0.3722,1,-123.576,9.2666,1,-5736.42,1.2788,-19.21,-11.577,2.033,-8102.38,,False
-3,9.3948,46.08,-756.6,2.06,-7.581,-1345.82,-22420.29,1214,-0.5742,0,-116.622,9.2124,1,-5682.72,2.2106,-18.869,-7.8855,2.668,-7956.16,,True
-4.0878,9.4566,1043.12,-345.44,0.06,-7.1934,-1245.4,-22476.4,-462.3,-2.382,0,-128.013,8.64932,0,-4178.22,1.2552,-16.899,-7.4406,0.5283,-11285.08,14.77,True
-7.725,9.3327,469.28,-644.7,0.06,-7.2132,-1322,-22440.467,774.1,-0.9384,1,-167.73,8.64994,0,-5688.42,1.7564,-17.198,-12.921,0.6311,-8253.98,14.89,False
-2.5353,6.94488,931.18,-519.3,2.06,-11.654,1228.46,-22440.502,1061.45,-3.857,0,-166.26,10.429,0,-5960.4,3.496,-10.174,-7.2528,1.83,-7948.81,,True
-3.2907,9.1404,3640.68,-539.6,2.06,-10.322,-1134.14,-22711.15,639.9,-0.19946,0,-207.06,9.2342,0,-5806.05,1.7058,-16.399,-10.557,0.5589,-6246.08,,False
-2.16717,12.48,697.08,-1207.9,2.06,-7.2934,-1268.48,-22457.7,394.5,-1.1175,1,-121.176,13.352,1,-5667.42,1.7728,-2.84,-9.57,2.824,-8110.08,,True
-6.378,10.908,954.0594,-232.1,2.06,-7.1174,-1348.16,-22415.59,959.48,-1.631,1,-110.049,8.628956,1,-3930.42,7.342,-10.625,-8.0196,0.8953,-7476.68,14.85,False
-3.342,6.98265,1877.48,-377.98,0.06,-9.16,-662.94,-22474.34,935.8,-0.19383,1,-156.69,11.282,1,-5058.42,2.896,-17.254,-7.5855,0.5434,-10338.08,,False
-4.3824,17.583,1032.92,-1471.2,0.06,-6.877,-1363.86,-22446.275,-498.9,-1.325,1,-120.849,10.555,1,-4142.22,0.8988,-4.28,-6.837,1.637,-7747.58,,False
-4.0881,9.885,1790.28,-548.3,2.06,-7.8674,-1421.41,-22575.35,1272.88,-0.3982,0,-141.78,9.2262,1,-6672.42,4.552,-22.155,-10.29,1.2628,-8291.08,14.87,False
-5.256,11.418,-845.72,-2817.2,0.06,-6.6061,-1379.82,-22548.05,2729.7,-0.294,0,-148.44,9.1848,0,-6776.82,0.924,-10.939,-7.0857,2.049,-8084.48,,True
-3.588,10.296,575.48,-503.1,0.06,-6.782,-1482.4,-22421.47,1340.3,-1.324,1,-194.22,10.826,1,-5272.92,2.712,-16.306,-7.0689,1.596,-8033.98,,True
-4.9488,10.677,871.76,-511.7,0.06,-8.818,-1400.858,-22494.28,1241.04,-3.791,0,-294.84,8.75932,0,-6063.5733,2.688,-26.77,-7.4103,2.041,-8090.78,,True
-6.951,8.0043,-156.12,-721.4,0.06,-7.9076,-1255.98,-22492.61,1214.82,-0.3459,0,-121.014,8.935,1,-6232.32,3.692,-7.682,-10.815,3.067,-8006.78,16.31,True
-6.39,10.617,444.88,-402.036,0.06,-13.63,-1455.94,-22433.314,1157.44,-0.778,1,-150,8.64004,1,-3883.92,4.548,-15.3468,-6.8409,0.936,-7911.13,16.3,True
-6.351,8.1417,1434.48,-479.55,0.06,-10.724,-1269.26,-22505.42,1183.98,-0.2978,0,-148.2,11.148,0,-6856.92,3.852,-14.3656,-7.6788,1.728,-8099.48,15.55,True
-3.363,7.7454,986.38,-634.2,0.06,-8.886,-1087.54,-22308.75,1410.1,-1.461,1,-161.94,8.622156,1,-7978.92,2.0394,-14.1536,-7.2189,1.433,-8169.88,13.35,False
-3.2013,8.781,684.28,-360.56,0.06,-8.474,-1380.2,-22443.598,376.3,-1.501,0,-117.954,10.164,1,-5694.72,1.2108,-13.565,-13.704,0.787,-8648.08,,True
-4.4733,15.663,682.88,-691.9,2.06,-6.6542,-1395.28,-22449.26,-41.1,-0.3432,1,-207.66,10.712,1,-4054.92,0.86006,-12.812,-6.8511,1.0208,-8320.18,14.04,False
-2.4435,11.031,857.7,-1824.2,2.06,-6.7206,-1343.64,-22474.67,1736.7,-1.599,1,-111.951,8.9256,1,-5961.36,0.824,-22.302,-7.1118,1.1535,-8123.48,,True
-3.8283,9.729,1000.7,-619.1,2.06,-7.1242,-1283.64,-22459.24,559.7,-1.244,0,-117.444,9.3152,0,-3990.72,1.6832,-21.087,-7.3119,1.1607,-7771.88,13.82,False
-8.367,9.6186,-361.92,-424.56,0.06,-7.3988,-1444.3,-22453.98,1120.12,-0.3238,1,-127.212,9.2714,1,-5520.42,5.992,-10.9,-8.6394,1.741,-7866.6,,True
-4.653,8.1354,241.08,-385.27,2.06,-9.134,-1395.76,-22404.53,956.72,-0.7201,0,-152.28,9.3154,1,961.98,2.872,-11.031,-6.7152,2.91,-7879.45,15.96,True
-5.0139,12.921,892.34,-861.8,0.06,-7.1462,-1411.088,-22433.845,1412.3,-1.184,0,-117.021,11.04,0,-6188.04,2.4574,-0.98,-9.606,0.5475,-5999.08,13.67,False
-3.4191,8.3832,771.22,-809.6,2.06,-7.3154,-1392.12,-22326.65,2925.5,-1.611,0,-122.748,10.624,0,-6069.765,0.9718,-14.1042,-13.023,0.687,-7535.48,13.66,False
